filepath,filename,domain,label,stratify_key,flag,split
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7016-112.jpg,7016-112.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7093-1.jpg,7093-1.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7001-87.jpg,7001-87.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7103-231.jpg,7103-231.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7032-204.jpg,7032-204.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7089-91.jpg,7089-91.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7133-202.jpg,7133-202.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7099-119.jpg,7099-119.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7137-47.jpg,7137-47.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7052-152.jpg,7052-152.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7113-228.jpg,7113-228.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7113-220.jpg,7113-220.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7099-198.jpg,7099-198.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7123-156.jpg,7123-156.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7026-243.jpg,7026-243.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7069-187.jpg,7069-187.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7087-10.jpg,7087-10.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7139-33.jpg,7139-33.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7030-170.jpg,7030-170.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Cracked\7044-54.jpg,7044-54.jpg,Decks,Cracked,Decks_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7135-239.jpg,7135-239.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7072-51.jpg,7072-51.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7010-140.jpg,7010-140.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7088-40.jpg,7088-40.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7140-31_2.jpg,7140-31_2.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7082-134.jpg,7082-134.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Cracked\7037-28.jpg,7037-28.jpg,Decks,Cracked,Decks_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7088-25.jpg,7088-25.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7131-63.jpg,7131-63.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7140-113.jpg,7140-113.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7050-80.jpg,7050-80.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7135-84.jpg,7135-84.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7111-121.jpg,7111-121.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7137-185.jpg,7137-185.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7038-150.jpg,7038-150.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7001-224.jpg,7001-224.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7135-120.jpg,7135-120.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7110-164.jpg,7110-164.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Cracked\7048-171.jpg,7048-171.jpg,Decks,Cracked,Decks_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7082-163.jpg,7082-163.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7008-142.jpg,7008-142.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7051-177.jpg,7051-177.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Cracked\7039-81.jpg,7039-81.jpg,Decks,Cracked,Decks_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7136-8.jpg,7136-8.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Cracked\7009-57.jpg,7009-57.jpg,Decks,Cracked,Decks_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7051-182.jpg,7051-182.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7108-74.jpg,7108-74.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7104-58.jpg,7104-58.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7024-222.jpg,7024-222.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7001-110.jpg,7001-110.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7005-152.jpg,7005-152.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7091-117.jpg,7091-117.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7089-61.jpg,7089-61.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7134-57.jpg,7134-57.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7054-193.jpg,7054-193.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7071-224.jpg,7071-224.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7009-3.jpg,7009-3.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7130-144.jpg,7130-144.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7106-124.jpg,7106-124.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7021-5.jpg,7021-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7127-46.jpg,7127-46.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7053-241.jpg,7053-241.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7096-47.jpg,7096-47.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7096-18.jpg,7096-18.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7123-100.jpg,7123-100.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7018-85.jpg,7018-85.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7038-68.jpg,7038-68.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7135-99.jpg,7135-99.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7052-66.jpg,7052-66.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7114-213.jpg,7114-213.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7024-124.jpg,7024-124.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7019-119.jpg,7019-119.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7057-61.jpg,7057-61.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7014-207.jpg,7014-207.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7057-114.jpg,7057-114.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7078-116.jpg,7078-116.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7048-235.jpg,7048-235.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7053-58.jpg,7053-58.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7036-212.jpg,7036-212.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7118-80.jpg,7118-80.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7097-84.jpg,7097-84.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7115-45.jpg,7115-45.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7069-135.jpg,7069-135.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7023-249.jpg,7023-249.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7075-111.jpg,7075-111.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7139-206.jpg,7139-206.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7116-70.jpg,7116-70.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7122-90.jpg,7122-90.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7093-14.jpg,7093-14.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7090-86.jpg,7090-86.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7031-76.jpg,7031-76.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7117-118.jpg,7117-118.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7109-179.jpg,7109-179.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Cracked\7005-81.jpg,7005-81.jpg,Decks,Cracked,Decks_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7079-83.jpg,7079-83.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7035-124.jpg,7035-124.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7115-106.jpg,7115-106.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7045-119.jpg,7045-119.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7078-27.jpg,7078-27.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7113-163.jpg,7113-163.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7071-20.jpg,7071-20.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7110-206.jpg,7110-206.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7074-86.jpg,7074-86.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7039-28.jpg,7039-28.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7117-39.jpg,7117-39.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7092-121.jpg,7092-121.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7081-251.jpg,7081-251.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7057-87.jpg,7057-87.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7120-20.jpg,7120-20.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7107-141.jpg,7107-141.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Cracked\7075-237.jpg,7075-237.jpg,Walls,Cracked,Walls_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7075-251.jpg,7075-251.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7107-204.jpg,7107-204.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Cracked\7020-1.jpg,7020-1.jpg,Decks,Cracked,Decks_Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7001-249.jpg,7001-249.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7087-243.jpg,7087-243.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7037-25.jpg,7037-25.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7098-134.jpg,7098-134.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7057-59.jpg,7057-59.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_B_Decks\Non-Cracked\7018-15.jpg,7018-15.jpg,Decks,Non-Cracked,Decks_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7129-76.jpg,7129-76.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
C:\Users\ikerd\Desktop\Vision  Project\Crack-Identification---Group-A\Training_Pool_A_Walls\Non-Cracked\7089-76.jpg,7089-76.jpg,Walls,Non-Cracked,Walls_Non-Cracked,pending,val
